graph,num_nodes,algorithm,runtime,total_run_runtime,success_rate,avg_depth,median_stretch
Aarnet.graphml,19,Beacon Nodes,9.6533,121.9296,0.8312,6.625,0.0
Aarnet.graphml,19,Global Controller,11.5203,122.1243,0.8175,6.625,0.0
Aarnet.graphml,19,PrioList,10.5907,139.0992,0.8312,6.625,0.0
Aarnet.graphml,19,Simple Decomposition,9.5853,118.2716,0.8453,6.625,0.0
Aarnet.graphml,19,Super Trees,10.1103,93.7914,0.6306,6.5156,0.0
Abilene.graphml,11,Beacon Nodes,6.3723,113.0326,0.9409,4.3594,1.0
Abilene.graphml,11,Global Controller,6.6992,110.2665,0.9141,4.3594,1.0
Abilene.graphml,11,PrioList,6.041,106.2136,0.9638,4.3594,0.0
Abilene.graphml,11,Simple Decomposition,7.4269,108.4821,0.9669,4.3594,0.0
Abilene.graphml,11,Super Trees,7.7638,82.3856,0.6678,4.6719,2.0
Abvt.graphml,22,Beacon Nodes,17.8862,144.3612,0.835,9.8906,0.0
Abvt.graphml,22,Global Controller,17.6393,142.4005,0.8097,9.8906,1.0
Abvt.graphml,22,PrioList,15.9411,139.1602,0.8838,9.8906,1.0
Abvt.graphml,22,Simple Decomposition,16.5801,141.0858,0.8875,9.8906,1.0
Abvt.graphml,22,Super Trees,16.217,116.6558,0.7141,9.2031,1.0
Aconet.graphml,17,Beacon Nodes,11.2575,138.0063,0.9644,3.5469,0.0
Aconet.graphml,17,Global Controller,11.7387,137.694,0.9522,3.5469,0.0
Aconet.graphml,17,PrioList,11.0097,138.3326,0.97,3.5469,0.0
Aconet.graphml,17,Simple Decomposition,10.36,129.0881,0.9712,3.5469,0.0
Aconet.graphml,17,Super Trees,12.6382,121.0262,0.8566,5.875,1.0
Agis.graphml,25,Beacon Nodes,15.8872,145.7841,0.8534,6.6562,0.0
Agis.graphml,25,Global Controller,17.641,153.8895,0.8497,6.6562,0.0
Agis.graphml,25,PrioList,16.1518,140.0015,0.8759,6.6562,0.0
Agis.graphml,25,Simple Decomposition,15.4841,140.7322,0.8853,6.6562,0.0
Agis.graphml,25,Super Trees,16.7041,111.7033,0.6419,6.7812,1.0
Airtel.graphml,9,Beacon Nodes,8.0882,126.0186,0.9806,2.6838,0.0
Airtel.graphml,9,Global Controller,8.207,117.8548,0.9834,2.6838,0.0
Airtel.graphml,9,PrioList,7.6338,124.0125,0.9847,2.6838,0.0
Airtel.graphml,9,Simple Decomposition,7.7098,117.2226,0.98,2.6838,0.0
Airtel.graphml,9,Super Trees,7.486,104.7148,0.9378,3.2713,1.0
Amres.graphml,21,Beacon Nodes,3.1202,92.0253,0.6272,8.0312,0.0
Amres.graphml,21,Global Controller,3.8952,93.484,0.6594,8.0312,0.0
Amres.graphml,21,PrioList,2.7425,87.1262,0.6403,8.0312,0.0
Amres.graphml,21,Simple Decomposition,2.838,90.2894,0.6434,8.0312,0.0
Amres.graphml,21,Super Trees,4.0522,87.3287,0.6456,8.0312,0.0
Ans.graphml,18,Beacon Nodes,17.5024,143.7189,0.9375,7.5,0.0
Ans.graphml,18,Global Controller,16.5408,144.785,0.9206,7.5,1.0
Ans.graphml,18,PrioList,16.1059,143.8968,0.9566,7.5,0.0
Ans.graphml,18,Simple Decomposition,15.6181,140.7578,0.9519,7.5,0.0
Ans.graphml,18,Super Trees,14.818,131.8093,0.8891,8.75,2.0
Arn.graphml,28,Beacon Nodes,3.9829,110.1136,0.7459,3.625,0.0
Arn.graphml,28,Global Controller,4.8518,117.05,0.7406,3.625,0.0
Arn.graphml,28,PrioList,3.4067,109.3279,0.7531,3.625,0.0
Arn.graphml,28,Simple Decomposition,3.3502,116.307,0.7466,3.625,0.0
Arn.graphml,28,Super Trees,4.9549,113.0291,0.7462,3.625,0.0
Arnes.graphml,34,Beacon Nodes,43.9826,217.3918,0.9044,9.8594,1.0
Arnes.graphml,34,Global Controller,42.4244,210.4133,0.8581,9.8594,3.0
Arnes.graphml,34,PrioList,42.3502,207.856,0.9125,9.8594,1.0
Arnes.graphml,34,Simple Decomposition,40.8985,207.3979,0.9156,9.8594,1.0
Arnes.graphml,34,Super Trees,41.2706,190.7031,0.7941,10.2031,3.0
Arpanet196912.graphml,4,Beacon Nodes,1.5881,77.1059,0.9275,1.8281,1.0
Arpanet196912.graphml,4,Global Controller,1.5354,77.1544,0.9259,1.8281,1.0
Arpanet196912.graphml,4,PrioList,1.3269,73.1709,0.9156,1.8281,0.0
Arpanet196912.graphml,4,Simple Decomposition,1.2901,73.3525,0.9209,1.8281,0.0
Arpanet196912.graphml,4,Super Trees,1.485,73.4003,0.8719,1.9531,1.0
Arpanet19706.graphml,9,Beacon Nodes,2.6957,84.2559,0.8328,2.875,0.0
Arpanet19706.graphml,9,Global Controller,2.9778,82.4629,0.8278,2.875,0.0
Arpanet19706.graphml,9,PrioList,2.6104,84.5668,0.8409,2.875,1.0
Arpanet19706.graphml,9,Simple Decomposition,2.4453,81.0984,0.8353,2.875,0.0
Arpanet19706.graphml,9,Super Trees,3.017,63.3457,0.6334,3.4531,1.0
Arpanet19719.graphml,17,Beacon Nodes,11.1101,130.4064,0.8872,7.8438,1.0
Arpanet19719.graphml,17,Global Controller,11.7798,126.3318,0.8538,7.8438,1.5
Arpanet19719.graphml,17,PrioList,12.0629,125.5729,0.9306,7.8438,0.0
Arpanet19719.graphml,17,Simple Decomposition,10.6257,131.1287,0.9269,7.8438,0.0
Arpanet19719.graphml,17,Super Trees,11.2821,109.5,0.7934,8.625,0.0
Arpanet19723.graphml,23,Beacon Nodes,17.0935,142.5163,0.8178,11.1562,0.0
Arpanet19723.graphml,23,Global Controller,17.4217,136.6883,0.7528,11.1562,0.0
Arpanet19723.graphml,23,PrioList,17.6893,144.1939,0.8769,11.1562,0.0
Arpanet19723.graphml,23,Simple Decomposition,15.6464,142.7959,0.8656,11.1562,0.0
Arpanet19723.graphml,23,Super Trees,16.413,130.6496,0.8084,11.9531,0.0
Arpanet19728.graphml,27,Beacon Nodes,21.9723,155.1731,0.8431,12.4688,0.0
Arpanet19728.graphml,27,Global Controller,24.6433,155.4342,0.7278,12.4688,0.0
Arpanet19728.graphml,27,PrioList,20.9091,155.251,0.8788,12.4688,0.0
Arpanet19728.graphml,27,Simple Decomposition,19.8551,155.5462,0.8856,12.4688,0.0
Arpanet19728.graphml,27,Super Trees,20.7555,152.5303,0.8472,15.2969,0.0
Atmnet.graphml,21,Beacon Nodes,12.5419,126.6834,0.7712,11.3025,0.0
Atmnet.graphml,21,Global Controller,13.428,120.6748,0.7134,11.3025,0.0
Atmnet.graphml,21,PrioList,12.4712,126.0254,0.8188,11.3025,0.0
Atmnet.graphml,21,Simple Decomposition,12.884,125.4509,0.8112,11.3025,0.0
Atmnet.graphml,21,Super Trees,13.6046,106.3756,0.6609,11.9688,5.0
AttMpls.graphml,25,Beacon Nodes,49.2941,257.8983,0.995,8.3125,0.0
AttMpls.graphml,25,Global Controller,52.9309,253.5113,0.995,8.3125,0.0
AttMpls.graphml,25,PrioList,51.2208,247.1738,0.9953,8.3125,0.0
AttMpls.graphml,25,Simple Decomposition,49.5421,251.2307,0.9953,8.3125,0.0
AttMpls.graphml,25,Super Trees,46.287,224.7973,0.9903,7.9531,1.5
Bbnplanet.graphml,27,Beacon Nodes,11.4428,130.4926,0.7581,6.1094,0.0
Bbnplanet.graphml,27,Global Controller,13.1381,130.0653,0.7581,6.1094,0.0
Bbnplanet.graphml,27,PrioList,11.4303,129.8868,0.7781,6.1094,0.0
Bbnplanet.graphml,27,Simple Decomposition,11.1194,133.0312,0.7834,6.1094,0.0
Bbnplanet.graphml,27,Super Trees,12.5082,117.7248,0.63,7.3438,1.0
Bellcanada.graphml,48,Beacon Nodes,69.7496,295.2049,0.8691,12.6406,1.0
Bellcanada.graphml,48,Global Controller,72.4704,282.2184,0.8178,12.6406,1.0
Bellcanada.graphml,48,PrioList,63.6645,276.353,0.8738,12.6406,1.0
Bellcanada.graphml,48,Simple Decomposition,63.1625,275.0137,0.8706,12.6406,1.0
Bellcanada.graphml,48,Super Trees,64.2716,242.8933,0.7503,13.4688,2.0
Bellsouth.graphml,49,Beacon Nodes,33.0829,220.4089,0.7722,5.375,0.0
Bellsouth.graphml,49,Global Controller,34.7474,216.7999,0.7791,5.375,0.0
Bellsouth.graphml,49,PrioList,30.5214,207.5202,0.7788,5.375,0.0
Bellsouth.graphml,49,Simple Decomposition,30.4479,210.9119,0.7662,5.375,0.0
Bellsouth.graphml,49,Super Trees,32.8824,175.1105,0.5953,5.9844,1.0
Belnet2003.graphml,17,Beacon Nodes,15.861,163.9843,0.9778,2.0625,0.0
Belnet2003.graphml,17,Global Controller,16.3632,170.3366,0.9762,2.0625,0.0
Belnet2003.graphml,17,PrioList,15.8643,164.9349,0.9838,2.0625,0.0
Belnet2003.graphml,17,Simple Decomposition,17.1737,157.4881,0.9822,2.0625,0.0
Belnet2003.graphml,17,Super Trees,18.1787,161.1503,0.9778,3.6094,0.0
Belnet2004.graphml,17,Beacon Nodes,17.0082,159.3521,0.9797,2.125,0.0
Belnet2004.graphml,17,Global Controller,17.4265,167.6743,0.9766,2.125,0.0
Belnet2004.graphml,17,PrioList,16.5008,163.3598,0.9819,2.125,0.0
Belnet2004.graphml,17,Simple Decomposition,17.6802,160.1615,0.9791,2.125,0.0
Belnet2004.graphml,17,Super Trees,17.7024,151.7841,0.9516,3.5156,1.0
Belnet2005.graphml,17,Beacon Nodes,19.3921,169.6251,0.9741,2.125,0.0
Belnet2005.graphml,17,Global Controller,21.4885,170.7978,0.9744,2.125,0.0
Belnet2005.graphml,17,PrioList,18.2187,163.5616,0.9878,2.125,0.0
Belnet2005.graphml,17,Simple Decomposition,19.9257,159.8321,0.9878,2.125,0.0
Belnet2005.graphml,17,Super Trees,19.692,156.855,0.9456,3.1562,1.0
Belnet2006.graphml,17,Beacon Nodes,17.193,169.196,0.9822,2.0625,0.0
Belnet2006.graphml,17,Global Controller,17.3044,169.8139,0.9834,2.0625,0.0
Belnet2006.graphml,17,PrioList,16.4347,161.8711,0.9834,2.0625,0.0
Belnet2006.graphml,17,Simple Decomposition,17.7409,165.1415,0.9872,2.0625,0.0
Belnet2006.graphml,17,Super Trees,16.6563,148.2794,0.9194,3.5,1.5
Belnet2007.graphml,21,Beacon Nodes,14.7862,143.8227,0.8531,8.4894,0.0
Belnet2007.graphml,21,Global Controller,17.1556,142.7881,0.8231,8.4894,0.0
Belnet2007.graphml,21,PrioList,16.4687,144.982,0.9034,8.4894,0.0
Belnet2007.graphml,21,Simple Decomposition,14.1336,141.5892,0.9012,8.4894,0.0
Belnet2007.graphml,21,Super Trees,14.5516,136.4948,0.8569,10.2031,0.0
Belnet2008.graphml,21,Beacon Nodes,14.3134,142.3511,0.8672,8.7759,0.0
Belnet2008.graphml,21,Global Controller,16.1343,143.8163,0.815,8.7759,0.0
Belnet2008.graphml,21,PrioList,15.866,141.9896,0.8944,8.7759,0.0
Belnet2008.graphml,21,Simple Decomposition,14.1862,142.9819,0.8922,8.7759,0.0
Belnet2008.graphml,21,Super Trees,14.4956,137.3238,0.8572,10.2188,0.0
Belnet2009.graphml,21,Beacon Nodes,16.3971,150.4295,0.8634,8.5781,0.0
Belnet2009.graphml,21,Global Controller,15.3851,141.2276,0.8197,8.5781,0.0
Belnet2009.graphml,21,PrioList,14.2328,141.5618,0.8912,8.5781,0.0
Belnet2009.graphml,21,Simple Decomposition,14.0359,139.1112,0.8922,8.5781,0.0
Belnet2009.graphml,21,Super Trees,15.1919,126.3886,0.8025,9.8906,3.0
Belnet2010.graphml,19,Beacon Nodes,7.1279,116.9903,0.7259,8.2603,0.0
Belnet2010.graphml,19,Global Controller,7.6229,113.7496,0.7244,8.2603,0.0
Belnet2010.graphml,19,PrioList,6.6619,111.9583,0.7481,8.2603,0.0
Belnet2010.graphml,19,Simple Decomposition,6.889,117.7275,0.7509,8.2603,0.0
Belnet2010.graphml,19,Super Trees,7.2461,102.9987,0.6906,9.0781,2.0
BeyondTheNetwork.graphml,29,Beacon Nodes,35.5376,213.473,0.9694,12.5781,1.0
BeyondTheNetwork.graphml,29,Global Controller,39.5992,219.9101,0.9309,12.5781,1.0
BeyondTheNetwork.graphml,29,PrioList,38.2374,212.1393,0.9759,12.5781,1.0
BeyondTheNetwork.graphml,29,Simple Decomposition,38.9131,215.9226,0.9725,12.5781,1.0
BeyondTheNetwork.graphml,29,Super Trees,36.0429,196.4829,0.9069,11.4062,3.0
Bics.graphml,33,Beacon Nodes,45.5447,234.0539,0.9072,9.5469,1.0
Bics.graphml,33,Global Controller,48.2211,239.9242,0.9075,9.5469,1.0
Bics.graphml,33,PrioList,45.2469,227.3336,0.9169,9.5469,1.0
Bics.graphml,33,Simple Decomposition,47.2825,231.1482,0.9294,9.5469,0.0
Bics.graphml,33,Super Trees,44.3708,204.385,0.8312,10.5,3.0
Biznet.graphml,28,Beacon Nodes,21.7863,159.6571,0.7547,13.3125,0.0
Biznet.graphml,28,Global Controller,24.8493,166.3077,0.7116,13.3125,0.0
Biznet.graphml,28,PrioList,21.7534,161.7284,0.8219,13.3125,0.0
Biznet.graphml,28,Simple Decomposition,22.1008,164.2429,0.8131,13.3125,0.0
Biznet.graphml,28,Super Trees,21.4442,142.1917,0.7234,13.5312,0.0
BsonetEurope.graphml,14,Beacon Nodes,9.3943,125.5243,0.8869,5.2188,0.0
BsonetEurope.graphml,14,Global Controller,9.7819,126.6244,0.8753,5.2188,1.0
BsonetEurope.graphml,14,PrioList,8.906,123.4108,0.8931,5.2188,0.0
BsonetEurope.graphml,14,Simple Decomposition,9.238,128.4828,0.9006,5.2188,0.0
BsonetEurope.graphml,14,Super Trees,9.3292,108.2414,0.7747,6.375,2.0
BtAsiaPac.graphml,15,Beacon Nodes,9.391,128.4397,0.8747,4.2344,0.0
BtAsiaPac.graphml,15,Global Controller,9.9804,130.7012,0.8553,4.2344,0.0
BtAsiaPac.graphml,15,PrioList,9.199,124.738,0.8931,4.2344,0.0
BtAsiaPac.graphml,15,Simple Decomposition,9.0295,122.2721,0.8931,4.2344,0.0
BtAsiaPac.graphml,15,Super Trees,9.7233,105.8768,0.7494,4.875,1.0
BtNorthAmerica.graphml,33,Beacon Nodes,75.778,309.1106,0.9866,8.6562,0.0
BtNorthAmerica.graphml,33,Global Controller,75.8558,309.7443,0.9778,8.6562,0.0
BtNorthAmerica.graphml,33,PrioList,75.5237,304.8052,0.9862,8.6562,0.0
BtNorthAmerica.graphml,33,Simple Decomposition,79.3938,306.9599,0.9878,8.6562,0.0
BtNorthAmerica.graphml,33,Super Trees,75.2568,294.8738,0.9744,8.3438,2.0
Canerie.graphml,24,Beacon Nodes,24.5795,178.0446,0.8984,7.0938,1.0
Canerie.graphml,24,Global Controller,21.0703,170.8798,0.8906,7.0938,1.0
Canerie.graphml,24,PrioList,19.1981,163.8459,0.9066,7.0938,0.0
Canerie.graphml,24,Simple Decomposition,21.4264,167.9806,0.9178,7.0938,0.0
Canerie.graphml,24,Super Trees,20.8831,142.4449,0.7434,8.2656,2.5
Carnet.graphml,41,Beacon Nodes,4.184,144.9932,0.7238,4.7812,0.0
Carnet.graphml,41,Global Controller,6.656,151.8757,0.7222,4.7812,0.0
Carnet.graphml,41,PrioList,4.005,143.6472,0.7184,4.7812,0.0
Carnet.graphml,41,Simple Decomposition,3.8708,142.4052,0.7391,4.7812,0.0
Carnet.graphml,41,Super Trees,6.0802,143.7426,0.7066,4.7812,0.0
Cernet.graphml,36,Beacon Nodes,50.4444,247.5455,0.9319,6.6875,0.0
Cernet.graphml,36,Global Controller,55.2849,253.2423,0.9269,6.6875,0.0
Cernet.graphml,36,PrioList,53.068,249.6856,0.925,6.6875,0.0
Cernet.graphml,36,Simple Decomposition,55.331,243.6539,0.9244,6.6875,0.0
Cernet.graphml,36,Super Trees,47.4703,218.0425,0.8622,7.3438,2.0
Cesnet1993.graphml,9,Beacon Nodes,1.5143,78.8913,0.7912,2.7812,0.0
Cesnet1993.graphml,9,Global Controller,1.689,78.2047,0.8084,2.7812,0.0
Cesnet1993.graphml,9,PrioList,1.4108,77.7375,0.8044,2.7812,0.0
Cesnet1993.graphml,9,Simple Decomposition,1.5288,75.5283,0.8122,2.7812,0.0
Cesnet1993.graphml,9,Super Trees,2.0459,83.0781,0.8053,2.7812,0.0
Cesnet1999.graphml,11,Beacon Nodes,1.6513,88.0156,0.7988,2.9375,0.0
Cesnet1999.graphml,11,Global Controller,1.8433,83.822,0.7909,2.9375,0.0
Cesnet1999.graphml,11,PrioList,1.3996,80.4901,0.7884,2.9375,0.0
Cesnet1999.graphml,11,Simple Decomposition,1.4756,82.0325,0.7922,2.9375,0.0
Cesnet1999.graphml,11,Super Trees,2.0765,77.4464,0.7862,2.9375,0.0
Cesnet2001.graphml,20,Beacon Nodes,4.9091,107.7382,0.7894,3.0625,0.0
Cesnet2001.graphml,20,Global Controller,5.4401,105.7773,0.7797,3.0625,0.0
Cesnet2001.graphml,20,PrioList,4.604,103.8646,0.7925,3.0625,0.0
Cesnet2001.graphml,20,Simple Decomposition,4.6082,103.3497,0.7909,3.0625,0.0
Cesnet2001.graphml,20,Super Trees,6.0102,89.0993,0.6666,3.7344,0.0
Cesnet200304.graphml,26,Beacon Nodes,14.2476,138.0905,0.8234,5.5,1.0
Cesnet200304.graphml,26,Global Controller,15.241,141.7697,0.8088,5.5,1.0
Cesnet200304.graphml,26,PrioList,14.4822,135.6656,0.8166,5.5,1.0
Cesnet200304.graphml,26,Simple Decomposition,12.4943,129.4359,0.8362,5.5,1.0
Cesnet200304.graphml,26,Super Trees,14.974,122.9478,0.6994,5.6094,1.0
Cesnet200511.graphml,34,Beacon Nodes,11.8802,144.4326,0.7462,5.5312,0.0
Cesnet200511.graphml,34,Global Controller,13.8728,146.6609,0.755,5.5312,0.0
Cesnet200511.graphml,34,PrioList,11.988,138.0762,0.76,5.5312,0.0
Cesnet200511.graphml,34,Simple Decomposition,11.7598,139.7665,0.7647,5.5312,0.0
Cesnet200511.graphml,34,Super Trees,13.2171,135.4861,0.6941,6.7447,2.0
Cesnet200603.graphml,34,Beacon Nodes,13.3285,150.3288,0.7475,5.7656,0.0
Cesnet200603.graphml,34,Global Controller,17.7882,159.7275,0.7659,5.7656,0.0
Cesnet200603.graphml,34,PrioList,12.611,142.9863,0.7725,5.7656,0.0
Cesnet200603.graphml,34,Simple Decomposition,12.5885,141.6508,0.7612,5.7656,0.0
Cesnet200603.graphml,34,Super Trees,14.0631,127.8401,0.6644,6.4844,2.0
Cesnet200706.graphml,38,Beacon Nodes,12.2241,150.8721,0.7481,5.1094,0.0
Cesnet200706.graphml,38,Global Controller,14.8925,155.7541,0.7428,5.1094,0.0
Cesnet200706.graphml,38,PrioList,11.7563,146.5429,0.7594,5.1094,0.0
Cesnet200706.graphml,38,Simple Decomposition,11.9794,149.1158,0.7531,5.1094,0.0
Cesnet200706.graphml,38,Super Trees,13.521,139.3961,0.6769,6.7812,2.0
Cesnet201006.graphml,45,Beacon Nodes,34.9572,211.2494,0.8006,7.1875,0.0
Cesnet201006.graphml,45,Global Controller,36.7797,207.6707,0.7988,7.1875,1.0
Cesnet201006.graphml,45,PrioList,34.6086,200.7732,0.7981,7.1875,0.0
Cesnet201006.graphml,45,Simple Decomposition,35.9528,202.0494,0.7906,7.1875,0.0
Cesnet201006.graphml,45,Super Trees,34.2355,177.9071,0.6562,8.25,2.0
Chinanet.graphml,38,Beacon Nodes,40.1418,212.9592,0.8447,3.9688,0.0
Chinanet.graphml,38,Global Controller,43.5024,206.937,0.8369,3.9688,0.0
Chinanet.graphml,38,PrioList,37.1237,200.8115,0.8544,3.9688,0.0
Chinanet.graphml,38,Simple Decomposition,40.0082,201.068,0.8425,3.9688,0.0
Chinanet.graphml,38,Super Trees,41.5775,194.3169,0.7706,6.1719,4.0
Claranet.graphml,15,Beacon Nodes,7.683,110.5633,0.8294,3.75,1.0
Claranet.graphml,15,Global Controller,7.6463,111.3644,0.8456,3.75,1.0
Claranet.graphml,15,PrioList,7.1839,111.049,0.8584,3.75,1.0
Claranet.graphml,15,Simple Decomposition,7.5531,110.6113,0.8556,3.75,1.0
